index;norm;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
biology-n_23-m_166-p_0.5-17;0.0761;0.078;0.0748;0.079;0.0759;0.0773;0.0861;0.0766;0.073;0.0783;0.0737;0.073;0.0727;0.0735;0.073;0.0738
biology-n_25-m_231-p_0.5-6;0.2757;0.2592;0.2638;0.2675;0.3105;0.3316;0.2616;0.258;0.2581;0.2768;0.2592;0.2738;0.2582;0.2561;0.2627;0.2686
biology-n_25-m_231-p_0.75-6;0.2324;0.2499;0.2434;0.251;0.2441;0.3024;0.2673;0.2515;0.2531;0.2653;0.2345;0.2376;0.2386;0.2434;0.2561;0.2452
biology-n_28-m_249-p_0.5-8;4.5372;4.2961;4.4607;4.3254;4.4774;4.4345;4.3443;4.2831;4.2954;4.4733;4.3954;4.2952;4.2003;4.3581;4.3901;4.4491
biology-n_30-m_287-p_0.5-5;2.971;2.7233;2.7824;2.7884;2.8431;2.8322;2.7951;2.8484;2.6725;2.7093;2.6858;2.6699;2.725;2.6644;2.6727;2.7486
biology-n_35-m_315-p_0.5-18;6.296;4.5481;4.5822;4.656;4.6491;4.5718;4.5557;4.5986;4.4657;5.0407;4.4964;4.4657;4.5423;4.4855;4.4881;4.5816
biology-n_35-m_315-p_0.75-18;3.7007;2.2932;2.2979;2.3348;2.3058;2.2975;2.2733;2.2605;2.256;2.7986;2.2566;2.2751;2.2724;2.2645;2.2617;2.2834
biology-n_42-m_297-p_0.9-23;0.0884;0.0682;0.0696;0.0701;0.084;0.098;0.0701;0.0692;0.0663;0.0675;0.0701;0.07;0.0787;0.0745;0.0666;0.0708
biology-n_45-m_326-p_0.75-16;0.099;0.0983;0.1134;0.1015;0.0975;0.1071;0.1087;0.0957;0.0968;0.0937;0.0983;0.093;0.1022;0.0944;0.0948;0.0925
biology-n_49-m_689-p_0.9-14;14.7274;13.53;13.9856;14.1826;14.4112;14.7389;13.4407;13.6178;13.4193;13.5184;13.413;13.3032;13.168;13.9071;13.8225;13.5149
biology-n_59-m_624-p_0.9-1;3.4847;3.2792;3.2944;3.5509;3.2338;3.5489;3.2844;3.6676;3.1803;3.3355;3.2244;3.1989;3.1653;3.298;3.2005;3.1903
blogs-n_700;9.1139;8.1039;8.0563;8.5621;8.7786;8.6394;8.226;8.0465;8.6579;8.0822;8.1266;8.1889;8.1422;9.0245;8.9838;8.1196
synth-n_100-m_346-k_30-p_0.05.txt;4.9011;4.6471;4.4048;4.3827;4.2481;4.281;4.2751;4.3507;4.3887;4.32;4.3015;4.2711;4.3221;4.2148;4.3104;4.2529
synth-n_100-m_645-k_20-p_0.1.txt;0.8996;0.9343;0.9162;0.9491;0.9097;0.9664;0.9161;1.1543;0.9059;0.9596;0.8979;1.0224;0.906;0.9329;0.9873;1.0309
synth-n_120-m_482-k_25-p_0.05.txt;1.6981;1.754;1.7049;1.7054;1.6647;1.6719;1.6692;1.6602;1.6825;1.6375;1.6397;1.6274;1.7037;1.6311;1.6706;1.6512
synth-n_140-m_625-k_25-p_0.05.txt;3.1817;3.4383;3.0849;3.3388;3.1956;3.275;3.2613;3.1937;3.0316;3.1846;3.1763;3.0884;3.101;3.163;3.1742;3.0872
synth-n_50-m_357-k_20-p_0.2.txt;5.7233;5.6644;5.1623;5.3696;5.0814;5.1596;5.0973;5.1517;5.0596;5.1452;5.1253;5.0885;5.0869;5.0971;5.1498;5.0317
synth-n_60-m_271-k_20-p_0.1.txt;1.7867;1.731;1.6913;1.7612;1.6357;1.9415;1.6775;2.3064;1.6469;1.7351;1.667;1.7784;1.6613;1.7905;1.7122;1.7652
synth-n_70-m_312-k_20-p_0.1.txt;1.0383;1.0213;1.0484;1.1988;1.0253;1.029;1.0336;1.0032;1.0034;0.9991;0.9945;0.9985;0.9874;1.0168;0.997;1.0063
synth-n_80-m_402-k_20-p_0.1.txt;0.7557;0.7227;0.7404;0.7436;0.7353;0.7409;0.7028;0.7184;0.6967;0.7242;0.716;0.7065;0.6911;0.7015;0.691;0.7392
synth-n_90-m_327-k_30-p_0.05.txt;0.8237;0.556;0.5457;0.5597;0.5823;0.6864;0.5706;0.569;0.5394;0.541;0.5833;0.5288;0.5306;0.5397;0.5512;0.5274
synth-n_90-m_527-k_20-p_0.1.txt;1.4906;1.2283;1.1983;1.2621;1.3094;1.55;1.3087;1.2247;1.2308;1.2342;1.2489;1.2078;1.2184;1.1891;1.2614;1.1745
